entropy,gray level threshold,no of black pixels,no of interior contours,no of exterior contours,no vertical slope components,no horizontal slope components,no positive slope components,no negative slope components,slant,height,class
0.210509,10,2343,18,2,0.03924,0.050917,0.017457,0.029135,0.105451,26,1
0.322185,8,3582,20,2,0.032328,0.03626,0.018983,0.022916,0.097863,38,1
0.497444,15,2745,17,1,0.064827,0.078763,0.006625,0.020561,0.106803,9,1
0.238186,11,1926,21,6,0.079665,0.079611,0.033792,0.033739,0.149743,2,1
0.336681,8,3021,20,5,0.042082,0.056446,0.010196,0.024561,0.114811,3,1
0.331732,6,1362,21,2,0.020331,0.000645,0.010863,0.008825,0.002321,45,1
0.402586,8,2886,17,5,0.03391,0.000467,0.040154,0.005777,0.062115,27,1
0.278771,11,1749,23,1,0.002379,0.028274,0.019974,0.010681,0.028838,16,1
0.398468,6,2547,21,4,0.008041,0.021509,0.0337,0.004149,0.03808,41,1
0.518289,9,1641,20,6,0.008469,0.028525,0.004115,0.015941,0.044715,24,1
0.323363,3,2532,18,2,0.023471,0.017756,0.025439,0.019726,0.073279,21,1
0.453755,4,2082,11,6,0.059156,0.04722,0.040279,0.028343,0.126428,84,1
0.403119,7,1818,18,6,0.004947,0.038201,0.021195,0.012059,0.022102,85,1
0.634939,13,2022,17,8,0.056626,0.070732,0.000794,0.013313,0.070467,92,1
0.396649,6,1629,15,11,0.088965,0.078307,0.049336,0.038677,0.170654,81,1
0.319196,7,969,10,9,0.082927,0.068226,0.06154,0.046839,0.194985,54,1
0.514119,9,540,13,7,0.022005,0.032233,0.010782,0.02101,0.057207,63,1
0.313608,6,894,15,7,0.065635,0.07768,0.015491,0.027536,0.115932,60,1
0.242293,9,1059,16,11,0.064324,0.06812,0.036068,0.039864,0.159425,69,1
0.492774,7,1911,19,10,0.028447,0.039315,0.016852,0.02772,0.107177,79,1
0.307352,7,1083,13,11,0.091522,0.088056,0.03308,0.029613,0.152457,68,1
0.272296,7,1128,16,9,0.044819,0.057617,0.023758,0.036557,0.126479,15,1
0.606939,56,28710,3558,2023,0.080337,0.011465,0.046382,0.115254,0.287756,69,1
0.424374,15,909,13,6,0.006274,0.020093,0.016746,0.030565,0.085866,11,1
0.250939,6,1284,13,9,0.076608,0.075223,0.043927,0.042542,0.171334,57,1
0.362615,4,2523,15,9,0.069696,0.060566,0.045453,0.036323,0.163746,45,1
0.537874,11,1686,12,10,0.102195,0.103069,0.033095,0.033968,0.172686,74,1
0.278616,7,867,16,5,0.117033,0.103917,0.060262,0.047146,0.215626,85,1
0.377111,4,1962,15,6,0.07945,0.080752,0.036666,0.037968,0.180694,86,1
0.372162,2,303,16,9,0.017037,0.023661,0.015607,0.022232,0.068204,38,1
0.443016,4,1827,12,6,0.003458,0.024773,0.013684,0.00763,0.003768,56,1
0.319201,7,690,18,10,0.034989,0.05258,0.006496,0.024088,0.094721,67,1
0.438898,2,1488,16,7,0.029327,0.045815,0.00723,0.009258,0.027803,42,1
0.558719,5,582,15,5,0.045837,0.052831,0.022355,0.029348,0.110598,107,1
0.363793,1,1473,13,9,0.060839,0.042062,0.051909,0.033133,0.139162,62,1
0.496879,12,3246,5,2,0.101101,0.069186,0.066276,0.034362,0.176814,69,1
0.446243,15,2982,12,2,0.046892,0.060167,0.004802,0.018078,0.072488,70,1
0.678063,21,3186,11,12,0.098571,0.092698,0.025203,0.019332,0.120853,77,1
0.439773,14,2793,9,7,0.13091,0.100273,0.075333,0.044696,0.22104,66,1
0.36232,15,2133,4,5,0.124872,0.090192,0.087537,0.052858,0.245371,39,1
0.557243,17,1704,7,3,0.06395,0.054199,0.036779,0.027029,0.107593,48,1
0.356732,14,2058,9,3,0.10758,0.099646,0.041488,0.033555,0.166318,45,1
0.285417,17,2223,10,7,0.106269,0.090086,0.062065,0.045883,0.209811,54,1
0.535898,15,3075,13,6,0.070392,0.061281,0.042849,0.033739,0.157563,64,1
0.350476,15,2247,7,7,0.133467,0.110022,0.059077,0.035632,0.202843,53,1
0.31542,15,2292,10,5,0.086764,0.079583,0.049755,0.042576,0.176865,0,1
0.650063,64,27546,3564,2027,0.122282,0.033431,0.020385,0.109235,0.23737,84,1
0.467498,23,2073,7,2,0.048219,0.042059,0.042743,0.036584,0.136252,4,1
0.294063,14,2448,7,5,0.118553,0.097189,0.069924,0.048561,0.22172,42,1
0.405739,12,3687,9,5,0.111641,0.082532,0.07145,0.042342,0.214132,30,1
0.580998,19,2850,6,6,0.14414,0.125035,0.059092,0.039987,0.223072,59,1
0.32174,15,2031,10,1,0.158978,0.125883,0.086259,0.053165,0.266012,70,1
0.420235,12,3126,9,2,0.121395,0.102718,0.062663,0.043987,0.23108,71,1
0.415286,10,1467,10,5,0.058982,0.045627,0.041604,0.028251,0.11859,23,1
0.48614,12,2991,6,2,0.045403,0.046739,0.012313,0.013649,0.054154,41,1
0.362325,15,1854,12,6,0.076934,0.074546,0.032493,0.030107,0.145107,52,1
0.482022,10,2652,10,3,0.071272,0.067781,0.018767,0.015277,0.078189,27,1
0.601843,13,1746,9,1,0.087782,0.074797,0.048352,0.035367,0.160984,92,1
0.406917,7,2637,7,5,0.102784,0.064028,0.077906,0.039152,0.189548,47,1
0.463604,9,2766,21,0,0.042929,0.041082,0.018638,0.01679,0.071814,44,1
0.412968,12,2502,28,0,0.01128,0.032063,0.042836,0.000506,0.032512,45,1
0.644788,18,2706,27,14,0.040399,0.064594,0.022435,0.00176,0.015853,52,1
0.406498,11,2313,25,5,0.072738,0.072169,0.027695,0.027124,0.11604,41,1
0.329045,12,1653,20,3,0.0667,0.062088,0.039899,0.035286,0.140371,14,1
0.523968,14,1224,23,1,0.005778,0.026095,0.010859,0.009457,0.002593,23,1
0.323457,11,1578,25,1,0.049408,0.071542,0.00615,0.015983,0.061318,20,1
0.252142,14,1743,26,5,0.048097,0.061982,0.014427,0.028311,0.104811,29,1
0.502623,12,2595,29,4,0.01222,0.033177,0.004789,0.016167,0.052563,39,1
0.317201,12,1767,23,5,0.075295,0.081918,0.011439,0.01806,0.097843,28,1
0.282145,12,1812,26,3,0.028592,0.051479,0.002117,0.025004,0.071865,25,1
0.616788,61,28026,3548,2029,0.06411,0.005327,0.068023,0.126807,0.34237,109,1
0.434223,20,1593,23,0,0.009953,0.013955,0.004895,0.019012,0.031252,29,1
0.260788,11,1968,23,3,0.060381,0.069085,0.022286,0.030989,0.11672,17,1
0.372464,9,3207,25,3,0.053469,0.054428,0.023812,0.02477,0.109132,5,1
0.547723,16,2370,22,4,0.085968,0.096931,0.011454,0.022415,0.118072,34,1
0.288465,12,1551,26,1,0.100806,0.097779,0.038621,0.035593,0.161012,45,1
0.38696,9,2646,25,0,0.063223,0.074614,0.015025,0.026415,0.12608,46,1
0.382011,7,987,26,3,0.00081,0.017523,0.006034,0.010679,0.01359,2,1
0.452865,9,2511,22,0,0.012769,0.018635,0.035325,0.003923,0.050846,16,1
0.32905,12,1374,28,4,0.018762,0.046442,0.015145,0.012535,0.040107,27,1
0.448747,7,2172,26,1,0.0131,0.039677,0.028871,0.002295,0.026811,2,1
0.568568,10,1266,25,1,0.02961,0.046693,0.000714,0.017795,0.055984,67,1
0.373642,4,2157,23,3,0.044612,0.035924,0.030268,0.02158,0.084548,22,1
0.359892,11,2982,9,1,0.093032,0.062734,0.074887,0.044588,0.22368,202,1
0.309256,14,2718,16,1,0.038823,0.053715,0.013413,0.028304,0.119354,203,1
0.541076,20,2922,15,13,0.090502,0.086246,0.033814,0.029558,0.167719,210,1
0.302786,13,2529,13,6,0.122841,0.093821,0.083944,0.054922,0.267906,199,1
0.225333,14,1869,8,4,0.116803,0.08374,0.096148,0.063084,0.292237,172,1
0.420256,16,1440,11,2,0.055881,0.047747,0.04539,0.037255,0.154459,181,1
0.219745,13,1794,13,2,0.099511,0.093194,0.050099,0.043781,0.213184,178,1
0.14843,16,1959,14,6,0.0982,0.083634,0.070676,0.056109,0.256677,187,1
0.398911,14,2811,17,5,0.062323,0.054829,0.05146,0.043965,0.204429,197,1
0.213489,14,1983,11,6,0.125398,0.10357,0.067688,0.045858,0.249709,186,1
0.178433,14,2028,14,4,0.078695,0.073131,0.058366,0.052802,0.223731,133,1
0.513076,63,27810,3560,2028,0.114213,0.026979,0.011774,0.099009,0.190504,49,1
0.330511,22,1809,11,1,0.04015,0.035607,0.051354,0.04681,0.183118,129,1
0.157076,13,2184,11,4,0.110484,0.090737,0.078535,0.058787,0.268586,175,1
0.268752,11,3423,13,4,0.103572,0.07608,0.080061,0.052568,0.260998,163,1
0.444011,18,2586,10,5,0.136071,0.118583,0.067703,0.050213,0.269938,192,1
0.184753,14,1767,14,0,0.150909,0.119431,0.09487,0.063391,0.312878,203,1
0.283248,11,2862,13,1,0.113326,0.096266,0.071274,0.054213,0.277946,204,1
0.278299,9,1203,14,4,0.050913,0.039175,0.050215,0.038477,0.165456,156,1
0.349153,11,2727,10,1,0.037334,0.040287,0.020924,0.023875,0.10102,174,1
0.225338,14,1590,16,5,0.068865,0.068094,0.041104,0.040333,0.191973,185,1
0.345035,9,2388,14,2,0.063203,0.061329,0.027378,0.025503,0.125055,160,1
0.464856,12,1482,13,0,0.079713,0.068345,0.056963,0.045593,0.20785,225,1
0.26993,6,2373,11,4,0.094715,0.057576,0.086517,0.049378,0.236414,180,1
0.38771,10,2325,7,1,0.084042,0.060719,0.053908,0.030585,0.161469,93,1
0.337074,13,2061,14,1,0.029833,0.0517,0.007566,0.014301,0.057143,94,1
0.568894,19,2265,13,15,0.081512,0.084231,0.012835,0.015555,0.105508,101,1
0.330604,12,1872,11,4,0.113851,0.091806,0.062965,0.040919,0.205695,90,1
0.253151,13,1212,6,2,0.107813,0.081725,0.075169,0.049081,0.230026,63,1
0.448074,15,783,9,0,0.046891,0.045732,0.024411,0.023252,0.092248,72,1
0.247563,12,1137,11,0,0.090521,0.091179,0.02912,0.029778,0.150973,69,1
0.176248,15,1302,12,4,0.08921,0.081619,0.049697,0.042106,0.194466,78,1
0.426729,13,2154,15,3,0.053333,0.052814,0.030481,0.029962,0.142218,88,1
0.241307,13,1326,9,4,0.116408,0.101555,0.046709,0.031855,0.187498,77,1
0.206251,13,1371,12,2,0.069705,0.071116,0.037387,0.038799,0.16152,24,1
0.540894,62,28467,3562,2030,0.105223,0.024964,0.032753,0.113012,0.252715,60,1
0.358329,21,1152,9,1,0.03116,0.033592,0.030375,0.032807,0.120907,20,1
0.184894,12,1527,9,2,0.101494,0.088722,0.057556,0.044784,0.206375,66,1
0.29657,10,2766,11,2,0.094582,0.074065,0.059082,0.038565,0.198787,54,1
0.471829,17,1929,8,3,0.127081,0.116568,0.046724,0.03621,0.207727,83,1
0.212571,13,1110,12,2,0.141919,0.117416,0.073891,0.049388,0.250667,94,1
0.311066,10,2205,11,1,0.104336,0.094251,0.050295,0.04021,0.215735,95,1
0.306117,8,546,12,2,0.041923,0.03716,0.029236,0.024474,0.103245,47,1
0.376971,10,2070,8,1,0.028344,0.038272,0.000055,0.009872,0.038809,65,1
0.253156,13,933,14,3,0.059875,0.066079,0.020125,0.02633,0.129762,76,1
0.372853,8,1731,12,0,0.054213,0.059314,0.006399,0.0115,0.062844,51,1
0.492674,11,825,11,2,0.070723,0.06633,0.035984,0.03159,0.145639,116,1
0.297748,5,1716,9,2,0.085725,0.055561,0.065538,0.035375,0.174203,71,1
0.355113,8,3204,12,7,0.050459,0.038297,0.03517,0.023008,0.100195,189,1
0.304477,11,2940,19,7,0.00375,0.029278,0.026304,0.006724,0.004131,190,1
0.536297,17,3144,18,7,0.047929,0.061809,0.005903,0.007978,0.044234,197,1
0.298007,10,2751,16,12,0.080268,0.069384,0.044227,0.033342,0.144421,186,1
0.220554,11,2091,11,10,0.07423,0.059303,0.056431,0.041504,0.168752,159,1
0.415477,13,1662,14,8,0.013308,0.02331,0.005673,0.015675,0.030974,168,1
0.214966,10,2016,16,8,0.056938,0.068757,0.010382,0.022201,0.089699,165,1
0.143651,13,2181,17,12,0.055627,0.059197,0.030959,0.034529,0.133192,174,1
0.394132,11,3033,20,11,0.01975,0.030392,0.011743,0.022385,0.080944,184,1
0.20871,11,2205,14,12,0.082825,0.079133,0.027971,0.024278,0.126224,173,1
0.173654,11,2250,17,10,0.036122,0.048694,0.018649,0.031222,0.100246,120,1
0.508297,60,27588,3557,2022,0.07164,0.002542,0.051491,0.120589,0.313989,36,1
0.325732,19,2031,14,7,0.002423,0.01117,0.011637,0.02523,0.059633,116,1
0.152297,10,2406,14,10,0.067911,0.0663,0.038818,0.037207,0.145101,162,1
0.263973,8,3645,16,10,0.060999,0.051643,0.040344,0.030988,0.137513,150,1
0.439232,15,2808,13,11,0.093498,0.094146,0.027986,0.028633,0.146453,179,1
0.179974,11,1989,17,6,0.108336,0.094994,0.055153,0.041811,0.189393,190,1
0.278469,8,3084,16,7,0.070753,0.071829,0.031557,0.032633,0.154461,191,1
0.27352,6,1425,17,10,0.00834,0.014738,0.010498,0.016897,0.041971,143,1
0.344374,8,2949,13,7,0.005239,0.01585,0.018793,0.002295,0.022465,161,1
0.220559,11,1812,19,11,0.026292,0.043657,0.001387,0.018753,0.068488,172,1
0.340256,6,2610,17,8,0.02063,0.036892,0.012339,0.003923,0.00157,147,1
0.460077,9,1704,16,6,0.03714,0.043908,0.017246,0.024013,0.084365,212,1
0.265151,3,2595,14,10,0.052142,0.033139,0.0468,0.027798,0.112929,167,1
0.39242,11,3453,11,2,0.070878,0.046839,0.06888,0.044841,0.197976,45,1
0.341784,14,3189,18,2,0.016669,0.03782,0.007406,0.028557,0.09365,46,1
0.573604,20,3393,17,12,0.068348,0.070351,0.027807,0.029811,0.142015,53,1
0.335314,13,3000,15,7,0.100687,0.077926,0.077937,0.055175,0.242202,42,1
0.257861,14,2340,10,5,0.094649,0.067845,0.090141,0.063337,0.266533,15,1
0.452784,16,1911,13,3,0.033727,0.031852,0.039383,0.037508,0.128755,24,1
0.252273,13,2265,15,3,0.077357,0.077299,0.044092,0.044034,0.18748,21,1
0.180958,16,2430,16,7,0.076046,0.067739,0.064669,0.056362,0.230973,30,1
0.431439,14,3282,19,6,0.040169,0.038934,0.045453,0.044218,0.178725,40,1
0.246017,14,2454,13,7,0.103244,0.087675,0.061681,0.046111,0.224005,29,1
0.210961,14,2499,16,5,0.056541,0.057236,0.052359,0.053055,0.198027,24,1
0.545604,63,27339,3558,2027,0.092059,0.011084,0.017781,0.098756,0.216208,108,1
0.363039,22,2280,13,2,0.017996,0.019712,0.045347,0.047063,0.157414,28,1
0.189604,13,2655,13,5,0.08833,0.074842,0.072528,0.05904,0.242882,18,1
0.30128,11,3894,15,5,0.081418,0.060185,0.074054,0.052821,0.235294,6,1
0.476539,18,3057,12,6,0.113917,0.102688,0.061696,0.050466,0.244234,35,1
0.217281,14,2238,16,1,0.128755,0.103536,0.088863,0.063644,0.287174,46,1
0.315776,11,3333,15,2,0.091172,0.080371,0.065267,0.054466,0.252242,47,1
0.310827,9,1674,16,5,0.028759,0.02328,0.044208,0.03873,0.139752,1,1
0.381681,11,3198,12,2,0.01518,0.024392,0.014917,0.024128,0.075316,17,1
0.257866,14,2061,18,6,0.046711,0.052199,0.035097,0.040586,0.166269,28,1
0.377563,9,2859,16,3,0.041049,0.045434,0.021371,0.025756,0.099351,3,1
0.497384,12,1953,15,1,0.057559,0.05245,0.050956,0.045846,0.182146,68,1
0.302458,6,2844,13,5,0.072561,0.041681,0.08051,0.049631,0.21071,23,1
0.45886,39,72702,5789,1963,0.059815,0.026945,0.074724,0.161484,0.417619,136,1
0.408224,36,72438,5796,1963,0.114024,0.017926,0.01325,0.1452,0.313293,137,1
0.640044,30,72642,5795,1949,0.062345,0.050457,0.033651,0.146454,0.361658,144,1
0.401754,37,72249,5793,1968,0.030006,0.058032,0.083781,0.171818,0.461845,133,1
0.324301,36,71589,5788,1966,0.036044,0.047951,0.095985,0.17998,0.486176,106,1
0.519224,34,71160,5791,1964,0.096966,0.011958,0.045227,0.154151,0.348398,115,1
0.318713,37,71514,5793,1964,0.053336,0.057405,0.049936,0.160677,0.407123,112,1
0.247398,34,71679,5794,1968,0.054647,0.047845,0.070513,0.173005,0.450616,121,1
0.497879,36,72531,5797,1967,0.090524,0.01904,0.051297,0.160861,0.398368,131,1
0.312457,36,71703,5791,1968,0.027449,0.067781,0.067525,0.162754,0.443648,120,1
0.277401,36,71748,5794,1966,0.074152,0.037342,0.058203,0.169698,0.41767,67,1
0.612044,13,41910,2220,66,0.038634,0.00881,0.011937,0.017887,0.003435,17,1
0.429479,28,71529,5791,1963,0.112697,0.000182,0.051191,0.163706,0.377057,63,1
0.256044,37,71904,5791,1966,0.042363,0.054948,0.078372,0.175683,0.462525,109,1
0.36772,39,73143,5793,1966,0.049275,0.040291,0.079898,0.169464,0.454937,97,1
0.542979,32,72306,5790,1967,0.016776,0.082794,0.06754,0.167109,0.463877,126,1
0.283721,36,71487,5794,1962,0.001938,0.083642,0.094707,0.180287,0.506817,137,1
0.382216,39,72582,5793,1963,0.039521,0.060477,0.071111,0.171109,0.471885,138,1
0.377267,41,70923,5794,1966,0.101934,0.003386,0.050052,0.155373,0.359395,90,1
0.448121,39,72447,5790,1963,0.115513,0.004498,0.020761,0.140771,0.294959,108,1
0.324306,36,71310,5796,1967,0.083982,0.032305,0.040941,0.157229,0.385912,119,1
0.444003,41,72108,5794,1964,0.089644,0.02554,0.027215,0.142399,0.318994,94,1
0.563824,38,71202,5793,1962,0.073134,0.032556,0.0568,0.162489,0.401789,159,1
0.368898,44,72093,5791,1966,0.058132,0.021787,0.086354,0.166274,0.430353,114,1
0.470415,8,2037,21,5,0.033117,0.040908,0.004051,0.011842,0.065049,34,1
0.419779,11,1773,28,5,0.021092,0.031889,0.057423,0.004442,0.039277,35,1
0.651599,17,1977,27,9,0.030587,0.06442,0.037022,0.003188,0.009088,42,1
0.413309,10,1584,25,10,0.062926,0.071995,0.013108,0.022176,0.109275,31,1
0.335856,11,924,20,8,0.056888,0.061914,0.025312,0.030338,0.133606,4,1
0.530779,13,495,23,6,0.004034,0.025921,0.025446,0.004509,0.004172,13,1
0.330268,10,849,25,6,0.039596,0.071368,0.020737,0.011035,0.054553,10,1
0.258953,13,1014,26,10,0.038285,0.061808,0.00016,0.023363,0.098046,19,1
0.509434,11,1866,29,9,0.002408,0.033003,0.019376,0.011219,0.045798,29,1
0.324012,11,1038,23,10,0.065483,0.081744,0.003148,0.013112,0.091078,18,1
0.288956,11,1083,26,8,0.01878,0.051305,0.01247,0.020056,0.0651,35,1
0.623599,60,28755,3548,2024,0.054298,0.005153,0.08261,0.131755,0.349135,119,1
0.441034,19,864,23,5,0.019765,0.013781,0.019482,0.014064,0.024487,39,1
0.267599,10,1239,23,8,0.050569,0.068911,0.007699,0.026041,0.109955,7,1
0.379275,8,2478,25,8,0.043657,0.054254,0.009225,0.019822,0.102367,5,1
0.554534,15,1641,22,9,0.076156,0.096757,0.003133,0.017467,0.111307,24,1
0.295276,11,822,26,4,0.090994,0.097605,0.024034,0.030645,0.154247,35,1
0.393771,8,1917,25,5,0.053411,0.07444,0.000438,0.021467,0.119315,36,1
0.388822,6,258,26,8,0.009002,0.017349,0.020621,0.005731,0.006825,12,1
0.459676,8,1782,22,5,0.022581,0.018461,0.049912,0.008871,0.057611,6,1
0.335861,11,645,28,9,0.00895,0.046268,0.029732,0.007587,0.033342,17,1
0.455558,6,1443,26,6,0.003288,0.039503,0.043458,0.007243,0.033576,8,1
0.575379,9,537,25,4,0.019798,0.046519,0.013873,0.012847,0.049219,57,1
0.380453,3,1428,23,8,0.0348,0.03575,0.015681,0.016632,0.077783,12,1
0.375902,6,1935,1,0,0.033225,0.013297,0.041591,0.021663,0.103115,8,1
0.325266,9,1671,8,0,0.020984,0.004278,0.019883,0.005379,0.001211,9,1
0.557086,15,1875,7,14,0.030695,0.036809,0.000518,0.006633,0.047154,16,1
0.318796,8,1482,5,5,0.063034,0.044384,0.050648,0.031997,0.147341,5,1
0.241343,9,822,0,3,0.056996,0.034303,0.062852,0.040159,0.171672,22,1
0.436266,11,393,3,1,0.003926,0.00169,0.012094,0.01433,0.033894,13,1
0.235755,8,747,5,1,0.039704,0.043757,0.016803,0.020856,0.092619,16,1
0.16444,11,912,6,5,0.038393,0.034197,0.03738,0.033184,0.136112,7,1
0.414921,9,1764,9,4,0.002516,0.005392,0.018164,0.02104,0.083864,3,1
0.229499,9,936,3,5,0.065591,0.054133,0.034392,0.022933,0.129144,8,1
0.194443,9,981,6,3,0.018888,0.023694,0.02507,0.029877,0.103166,61,1
0.529086,58,28857,3568,2029,0.054406,0.022458,0.04507,0.121934,0.311069,145,1
0.346521,17,762,3,0,0.019657,0.01383,0.018058,0.023885,0.062553,65,1
0.173086,8,1137,3,3,0.050677,0.0413,0.045239,0.035862,0.148021,19,1
0.284762,6,2376,5,3,0.043765,0.026643,0.046765,0.029643,0.140433,31,1
0.460021,13,1539,2,4,0.076264,0.069146,0.034407,0.027288,0.149373,2,1
0.200763,9,720,6,1,0.091102,0.069994,0.061574,0.040466,0.192313,9,1
0.299258,6,1815,5,0,0.053519,0.046829,0.037978,0.031288,0.157381,10,1
0.294309,4,156,6,3,0.008894,0.010262,0.016919,0.015552,0.044891,38,1
0.365163,6,1680,2,0,0.022473,0.00915,0.012372,0.00095,0.019545,20,1
0.241348,9,543,8,4,0.009058,0.018657,0.007808,0.017408,0.071408,9,1
0.361045,4,1341,6,1,0.003396,0.011892,0.005918,0.002578,0.00449,34,1
0.480866,7,435,5,1,0.019906,0.018908,0.023667,0.022668,0.087285,31,1
0.28594,1,1326,3,3,0.034908,0.008139,0.053221,0.026453,0.115849,14,1
0.434891,11,2367,17,2,0.057616,0.042414,0.070467,0.055264,0.223282,59,1
0.384255,14,2103,24,2,0.003407,0.033395,0.008993,0.03898,0.118956,60,1
0.616075,20,2307,23,12,0.055086,0.065926,0.029394,0.040234,0.167321,67,1
0.377785,13,1914,21,7,0.087425,0.073501,0.079524,0.065598,0.267508,56,1
0.300332,14,1254,16,5,0.081387,0.06342,0.091728,0.07376,0.291839,29,1
0.495255,16,825,19,3,0.020465,0.027427,0.04097,0.047931,0.154061,38,1
0.294744,13,1179,21,3,0.064095,0.072874,0.045679,0.054457,0.212786,35,1
0.223429,16,1344,22,7,0.062784,0.063314,0.066256,0.066785,0.256279,44,1
0.47391,14,2196,25,6,0.026907,0.034509,0.04704,0.054641,0.204031,54,1
0.288488,14,1368,19,7,0.089982,0.08325,0.063268,0.056534,0.249311,43,1
0.253432,14,1413,22,5,0.043279,0.052811,0.053946,0.063478,0.223333,10,1
0.588075,63,28425,3552,2027,0.078797,0.006659,0.016194,0.088333,0.190902,94,1
0.40551,22,1194,19,2,0.004734,0.015287,0.046934,0.057486,0.18272,14,1
0.232075,13,1569,19,5,0.075068,0.070417,0.074115,0.069463,0.268188,32,1
0.343751,11,2808,21,5,0.068156,0.05576,0.075641,0.063244,0.2606,20,1
0.51901,18,1971,18,6,0.100655,0.098263,0.063283,0.060889,0.26954,49,1
0.259752,14,1152,22,1,0.115493,0.099111,0.09045,0.074067,0.31248,60,1
0.358247,11,2247,21,2,0.07791,0.075946,0.066854,0.064889,0.277548,61,1
0.353298,9,588,22,5,0.015497,0.018855,0.045795,0.049153,0.165058,13,1
0.424152,11,2112,18,2,0.001918,0.019967,0.016504,0.034551,0.100622,31,1
0.300337,14,975,24,6,0.033449,0.047774,0.036684,0.051009,0.191575,42,1
0.420034,9,1773,22,3,0.027787,0.041009,0.022958,0.036179,0.124657,17,1
0.539855,12,867,21,1,0.044297,0.048025,0.052543,0.056269,0.207452,82,1
0.344929,6,1758,19,5,0.059299,0.037256,0.082097,0.060054,0.236016,37,1
0.405089,11,3363,30,5,0.052816,0.041667,0.042968,0.031819,0.151658,38,1
0.354453,14,3099,37,5,0.001393,0.032648,0.018506,0.015535,0.047332,39,1
0.586273,20,3303,36,19,0.050286,0.065179,0.001895,0.016789,0.095697,46,1
0.347983,13,2910,34,0,0.082625,0.072754,0.052025,0.042153,0.195884,35,1
0.27053,14,2250,29,2,0.076587,0.062673,0.064229,0.050315,0.220215,8,1
0.465453,16,1821,32,4,0.015665,0.02668,0.013471,0.024486,0.082437,17,1
0.264942,13,2175,34,4,0.059295,0.072127,0.01818,0.031012,0.141162,14,1
0.193627,16,2340,35,0,0.057984,0.062567,0.038757,0.04334,0.184655,23,1
0.444108,14,3192,38,1,0.022107,0.033762,0.019541,0.031196,0.132407,33,1
0.258686,14,2364,32,0,0.085182,0.082503,0.035769,0.033089,0.177687,22,1
0.22363,14,2409,35,2,0.038479,0.052064,0.026447,0.040033,0.151709,31,1
0.558273,63,27429,3539,2034,0.073997,0.005912,0.043693,0.111778,0.262526,115,1
0.375708,22,2190,32,5,0.000066,0.01454,0.019435,0.034041,0.111096,35,1
0.202273,13,2565,32,2,0.070268,0.06967,0.046616,0.046018,0.196564,11,1
0.313949,11,3804,34,2,0.063356,0.055013,0.048142,0.039799,0.188976,1,1
0.489208,18,2967,31,1,0.095855,0.097516,0.035784,0.037444,0.197916,28,1
0.22995,14,2148,35,6,0.110693,0.098364,0.062951,0.050622,0.240856,39,1
0.328445,11,3243,34,5,0.07311,0.075199,0.039355,0.041444,0.205924,40,1
0.323496,9,1584,35,2,0.010697,0.018108,0.018296,0.025708,0.093434,8,1
0.39435,11,3108,31,5,0.002882,0.01922,0.010995,0.011106,0.028998,10,1
0.270535,14,1971,37,1,0.028649,0.047027,0.009185,0.027564,0.119951,21,1
0.390232,9,2769,35,4,0.022987,0.040262,0.004541,0.012734,0.053033,4,1
0.510053,12,1863,34,6,0.039497,0.047278,0.025044,0.032824,0.135828,61,1
0.315127,6,2754,32,2,0.054499,0.036509,0.054598,0.036609,0.164392,16,1
0.39308,41,57714,5691,2128,0.055819,0.021111,0.082432,0.159362,0.423623,171,1
0.342444,38,57450,5698,2128,0.110028,0.012092,0.020958,0.143078,0.319297,172,1
0.574264,32,57654,5697,2114,0.058349,0.044623,0.041359,0.144332,0.367662,179,1
0.335974,39,57261,5695,2133,0.02601,0.052198,0.091489,0.169696,0.467849,168,1
0.258521,38,56601,5690,2131,0.032048,0.042117,0.103693,0.177858,0.49218,141,1
0.453444,36,56172,5693,2129,0.09297,0.006124,0.052935,0.152029,0.354402,150,1
0.252933,39,56526,5695,2129,0.04934,0.051571,0.057644,0.158555,0.413127,147,1
0.181618,36,56691,5696,2133,0.050651,0.042011,0.078221,0.170883,0.45662,156,1
0.432099,38,57543,5699,2132,0.086528,0.013206,0.059005,0.158739,0.404372,166,1
0.246677,38,56715,5693,2133,0.023453,0.061947,0.075233,0.160632,0.449652,155,1
0.211621,38,56760,5696,2131,0.070156,0.031508,0.065911,0.167576,0.423674,102,1
0.546264,11,26922,2122,99,0.034638,0.014644,0.004229,0.015765,0.009439,18,1
0.363699,30,56541,5693,2128,0.108701,0.006016,0.058899,0.161584,0.383061,98,1
0.190264,39,56916,5693,2131,0.038367,0.049114,0.08608,0.173561,0.468529,144,1
0.30194,41,58155,5695,2131,0.045279,0.034457,0.087606,0.167342,0.460941,132,1
0.477199,34,57318,5692,2132,0.01278,0.07696,0.075248,0.164987,0.469881,161,1
0.217941,38,56499,5696,2127,0.002058,0.077808,0.102415,0.178165,0.512821,172,1
0.316436,41,57594,5695,2128,0.035525,0.054643,0.078819,0.168987,0.477889,173,1
0.311487,43,55935,5696,2131,0.097938,0.002448,0.05776,0.153251,0.365399,125,1
0.382341,41,57459,5692,2128,0.111517,0.001336,0.028469,0.138649,0.300963,143,1
0.258526,38,56322,5698,2132,0.079986,0.026471,0.048649,0.155107,0.391916,154,1
0.378223,43,57120,5696,2129,0.085648,0.019706,0.034923,0.140277,0.324998,129,1
0.498044,40,56214,5695,2127,0.069138,0.026722,0.064508,0.160367,0.407793,194,1
