"entropy","gray level threshold","no of black pixels","no of interior contours","no of exterior contours","no vertical slope components","no horizontal slope components","no positive slope components","no negative slope components","slant","height","class"
0.081226,1,444,10,1,0.002871,0.020693,0.009728,0.008094,0.009965,65,0
0.024254,5,1320,0,4,0.009413,0.004659,0.016941,0.002869,0.035269,78,0
0.073937,38,33003,3728,1523,0.067182,0.0334,0.033688,0.066894,0.037215,89,0
0.024457,36,32136,3735,1523,0.072656,0.036786,0.057484,0.051958,0.006944,142,0
0.019135,41,33807,3724,1516,0.075359,0.012355,0.027318,0.060396,0.062519,90,0
0.082407,38,32130,3724,1524,0.076963,0.021664,0.038377,0.06025,0.02253,117,0
0.023073,32,33006,3734,1521,0.064679,0.037698,0.031164,0.071213,0.067764,130,0
0.04948,2,867,7,0,0.005474,0.003386,0.023796,0.014936,0.044159,53,0
0.054802,3,804,4,7,0.008177,0.021045,0.00637,0.006498,0.025304,1,0
0.00847,0,873,4,1,0.009781,0.011736,0.004689,0.006644,0.014685,28,0
0.09701,6,3,6,2,0.002503,0.004298,0.002524,0.004319,0.030549,41,0
0.005322,5,1671,11,7,0.002703,0.024431,0.030166,0.008438,0.069463,52,0
0.05795,2,6,11,1,0.004307,0.015122,0.019107,0.008292,0.029474,25,0
0.04753,4,870,1,2,0.007977,0.000912,0.02632,0.019255,0.074708,12,0
0.063272,3,1677,0,8,0.001604,0.009309,0.011059,0.000146,0.039989,27,0
0.042208,9,801,10,5,0.01068,0.025343,0.003846,0.010817,0.005245,40,0
0.10548,6,876,10,3,0.012284,0.016034,0.007213,0.010963,0.045234,13,0
0.071607,3,502,4,6,0.009101,0.007005,0.001361,0.003456,0.000467,9,0
0.059366,1,555,2,3,0.00089,0.002634,0.016222,0.014478,0.048952,30,0
0.080631,47,111663,14731,3870,0.089694,0.017676,0.023159,0.084211,0.116755,312,0
0.01858,2,423,1,1,0.012742,0.015233,0.001997,0.004489,0.018498,57,0
0.006191,2,522,10,1,0.009938,0.007583,0.00576,0.008114,0.028243,24,0
0.032645,1,816,2,8,0.011307,0.00821,0.00398,0.007076,0.020853,70,0
0.025513,1,300,3,5,0.002589,0.012777,0.000472,0.010661,0.019297,64,0
0.061478,3,90,0,14,0.010715,0.001422,0.017407,0.008114,0.04458,21,0
0.009676,1,259,1,1,0.005213,0.011616,0.011417,0.005014,0.020057,27,0
0.036457,1,81,5,1,0.002296,0.001251,0.007909,0.004362,0.005787,67,0
0.024812,2,195,11,5,0.005696,0.002642,0.000556,0.007781,0.00502,47,0
0.053336,3,338,3,4,0.017826,0.011001,0.010054,0.003229,0.055214,124,0
0.001868,2,62,4,1,0.007501,0.002272,0.010835,0.005606,0.050484,119,0
0.04311,1,259,5,6,0.017566,0.010951,0.012955,0.00634,0.043385,42,0
0.041358,4,370,3,8,0.013956,0.008003,0.023058,0.017105,0.082519,148,0
0.033403,3,297,1,8,0.009621,0.013855,0.012072,0.007837,0.019428,52,0
0.042107,3,255,4,6,0.005229,0.005797,0.009978,0.010546,0.045539,51,0
0.003509,1,711,5,0,0.017718,0.009167,0.007933,0.000619,0.021711,23,0
0.060756,3,216,1,2,0.003323,0.004939,0.003242,0.004858,0.0014,25,0
0.006389,1,346,7,8,0.000456,0.006095,0.01719,0.01155,0.050204,49,0
0.049208,3,151,4,3,0.009821,0.003649,0.000325,0.005848,0.008009,14,0
0.064695,0,174,5,6,0.000382,0.003083,0.007882,0.011347,0.047222,59,0
0.048884,2,788,8,3,0.011104,0.010302,0.017684,0.016882,0.093379,73,0
0.012241,4,1057,2,3,0.008211,0.004371,0.014861,0.011022,0.049419,21,0
0.152238,50,111161,14727,3864,0.098795,0.010671,0.021798,0.087667,0.116288,303,0
0.090187,1,79,3,5,0.003641,0.008228,0.003358,0.007945,0.018031,48,0
0.065416,5,20,14,5,0.000837,0.000578,0.004399,0.004658,0.02871,33,0
0.104252,2,1318,2,2,0.002206,0.001205,0.002619,0.00362,0.02132,79,0
0.046094,2,202,7,1,0.006512,0.005772,0.001833,0.014117,0.01883,73,0
0.010129,6,592,4,8,0.019816,0.008427,0.016046,0.004658,0.045047,12,0
0.081283,2,243,5,5,0.003888,0.004611,0.010056,0.001558,0.020524,18,0
0.03515,4,583,1,5,0.011397,0.005754,0.006548,0.000906,0.006254,76,0
0.046795,5,697,15,1,0.003405,0.009647,0.001917,0.004325,0.005487,56,0
0.018271,6,164,7,2,0.026927,0.018006,0.008693,0.000227,0.055681,115,0
0.069739,1,564,8,5,0.016602,0.009277,0.009474,0.00215,0.050951,110,0
0.028497,4,761,1,0,0.026667,0.017956,0.011594,0.002884,0.043852,33,0
0.030249,7,132,7,2,0.023057,0.015008,0.021697,0.013649,0.082986,139,0
0.10501,6,205,5,2,0.00052,0.00685,0.010711,0.004381,0.019895,61,0
0.113714,0,757,8,0,0.01433,0.012802,0.008617,0.00709,0.046006,60,0
0.068098,2,1213,9,6,0.008617,0.002162,0.009294,0.002837,0.021244,14,0
0.010851,6,286,5,4,0.005778,0.002066,0.004603,0.008314,0.001867,34,0
0.065218,2,848,11,2,0.008645,0.00091,0.015829,0.008094,0.050671,40,0
0.022399,0,351,0,3,0.00072,0.003356,0.001686,0.002392,0.008476,5,0
0.006912,3,676,9,0,0.008719,0.010088,0.006521,0.007891,0.047689,68,0
0.022723,1,286,12,3,0.020205,0.017307,0.016323,0.013426,0.093846,64,0
0.139997,46,112218,14729,3867,0.090584,0.015042,0.006937,0.098689,0.165707,282,0
0.077946,3,978,1,2,0.011852,0.012599,0.018219,0.018967,0.06745,27,0
0.053175,1,1077,12,2,0.009048,0.004949,0.010462,0.006364,0.020709,54,0
0.092011,2,261,0,5,0.010417,0.005576,0.012242,0.007402,0.028099,100,0
0.033853,2,855,5,2,0.001699,0.010143,0.016694,0.025139,0.068249,94,0
0.002112,2,465,2,11,0.011605,0.004056,0.001185,0.006364,0.004372,9,0
0.069042,2,814,3,2,0.004323,0.008982,0.004805,0.009464,0.028895,3,0
0.022909,0,474,3,2,0.003186,0.001383,0.008313,0.010116,0.043165,97,0
0.034554,1,360,13,2,0.004806,0.005276,0.016778,0.006697,0.043932,77,0
0.00603,2,893,5,1,0.018716,0.013635,0.006168,0.011249,0.006262,94,0
0.057498,3,493,6,2,0.008391,0.004906,0.005387,0.008872,0.001532,89,0
0.016256,0,296,3,3,0.018456,0.013585,0.003267,0.008138,0.005567,12,0
0.018008,3,925,5,5,0.014846,0.010637,0.006836,0.002627,0.033567,118,0
0.092769,2,852,3,5,0.008731,0.011221,0.00415,0.006641,0.029524,82,0
0.101473,4,300,6,3,0.006119,0.008431,0.006244,0.003932,0.003413,81,0
0.055857,2,156,7,3,0.016828,0.006533,0.024155,0.013859,0.070663,7,0
0.00139,2,771,3,1,0.002433,0.002305,0.019464,0.019336,0.047552,55,0
0.052977,2,209,9,5,0.000434,0.003461,0.000968,0.002928,0.001252,19,0
0.010158,4,706,2,0,0.008931,0.001015,0.016547,0.00863,0.040943,16,0
0.005329,1,381,7,3,0.000508,0.005717,0.00834,0.003131,0.00173,89,0
0.010482,3,1343,10,0,0.011994,0.012936,0.001462,0.002404,0.044427,43,0
0.062051,49,111240,14730,3869,0.102436,0.002443,0.025156,0.079722,0.098257,255,0
0.086822,45,111141,14741,3869,0.099632,0.010093,0.017399,0.092325,0.144998,336,0
0.047986,48,112479,14729,3862,0.101001,0.009466,0.019179,0.091287,0.137608,382,0
0.106144,48,111363,14734,3865,0.092283,0.004899,0.023631,0.07355,0.097458,376,0
0.142109,44,111753,14731,3856,0.078979,0.019098,0.005752,0.092325,0.161335,291,0
0.070955,48,111404,14732,3869,0.094907,0.00606,0.011742,0.089225,0.136812,285,0
0.117088,46,111744,14726,3869,0.087398,0.016425,0.01525,0.088573,0.122542,379,0
0.105443,45,111858,14742,3865,0.09539,0.020318,0.023715,0.091992,0.121775,359,0
0.133967,44,111325,14734,3866,0.071868,0.028677,0.013105,0.08744,0.171969,188,0
0.082499,49,111725,14735,3869,0.082193,0.019948,0.012324,0.089817,0.167239,193,0
0.123741,46,111922,14726,3864,0.072128,0.028627,0.010204,0.090551,0.16014,270,0
0.121989,43,111293,14734,3862,0.075738,0.025679,0.000101,0.101316,0.199274,164,0
0.047228,44,111366,14732,3862,0.099315,0.003821,0.011087,0.092048,0.136183,364,0
0.038524,50,111918,14735,3864,0.084465,0.023473,0.013181,0.094757,0.162294,363,0
0.08414,48,112374,14736,3870,0.107412,0.008509,0.031092,0.08483,0.095044,289,0
0.141387,44,111447,14732,3868,0.093017,0.012737,0.026401,0.079353,0.118155,337,0
0.08702,48,112009,14738,3862,0.09015,0.011581,0.005969,0.095761,0.166959,263,0
0.129839,50,111512,14727,3867,0.099515,0.014027,0.023484,0.090059,0.124764,298,0
0.145326,47,111837,14736,3864,0.090076,0.020759,0.015277,0.095558,0.163977,371,0
0.129515,49,110875,14739,3867,0.07859,0.027978,0.005475,0.101093,0.210134,239,0
0.024771,4,99,11,0,0.002804,0.00765,0.007757,0.012603,0.046741,81,0
0.014065,1,1239,1,7,0.001435,0.007023,0.005977,0.011565,0.039351,127,0
0.044093,1,123,4,4,0.010153,0.002456,0.001525,0.006172,0.000799,121,0
0.080058,5,513,1,13,0.023457,0.016655,0.019404,0.012603,0.063078,36,0
0.008904,1,164,2,0,0.007529,0.003617,0.013414,0.009503,0.038555,30,0
0.055037,3,504,4,0,0.015038,0.013982,0.009906,0.008851,0.024285,124,0
0.043392,4,618,12,4,0.007046,0.017875,0.001441,0.01227,0.023518,104,0
0.071916,5,85,4,3,0.030568,0.026234,0.012051,0.007718,0.073712,67,0
0.020448,0,485,5,0,0.020243,0.017505,0.012832,0.010095,0.068982,62,0
0.06169,3,682,4,5,0.030308,0.026184,0.014952,0.010829,0.061883,15,0
0.059938,6,53,4,7,0.026698,0.023236,0.025055,0.021594,0.101017,91,0
0.014823,5,126,2,7,0.003121,0.001378,0.014069,0.012326,0.037926,109,0
0.023527,1,678,5,5,0.017971,0.02103,0.011975,0.015035,0.064037,108,0
0.022089,1,1134,6,1,0.004976,0.006066,0.005936,0.005108,0.003213,34,0
0.079336,5,207,2,1,0.009419,0.010294,0.001245,0.000369,0.019898,82,0
0.024969,1,769,8,7,0.012286,0.009138,0.019187,0.016039,0.068702,8,0
0.067788,1,272,3,2,0.002921,0.011584,0.001672,0.010337,0.026507,43,0
0.083275,2,597,6,5,0.01236,0.018316,0.009879,0.015836,0.06572,116,0
0.067464,0,365,9,2,0.023846,0.025535,0.019681,0.021371,0.111877,16,0
0.038836,3,1338,12,7,0.001369,0.000627,0.00178,0.001038,0.00739,46,0
0.019322,3,222,7,4,0.007349,0.005194,0.006232,0.018775,0.04754,40,0
0.055287,1,612,10,13,0.020653,0.009005,0.011647,0,0.016337,45,0
0.015867,3,263,9,0,0.004725,0.004033,0.005657,0.0031,0.008186,51,0
0.030266,1,603,15,0,0.012234,0.006332,0.002149,0.003752,0.022456,43,0
0.018621,0,717,1,4,0.004242,0.010225,0.006316,0.000333,0.023223,23,0
0.047145,1,184,7,3,0.027764,0.018584,0.004294,0.004885,0.026971,148,0
0.004323,4,584,6,0,0.017439,0.009855,0.005075,0.002508,0.022241,143,0
0.036919,1,781,15,5,0.027504,0.018534,0.007195,0.001774,0.015142,66,0
0.035167,2,152,7,7,0.023894,0.015586,0.017298,0.008991,0.054276,172,0
0.039594,1,225,9,7,0.000317,0.006272,0.006312,0.000277,0.008815,28,0
0.048298,5,777,6,5,0.015167,0.01338,0.004218,0.002432,0.017296,27,0
0.002682,3,1233,5,1,0.00778,0.001584,0.013693,0.007495,0.049954,47,0
0.054565,1,306,9,1,0.006615,0.002644,0.009002,0.012972,0.026843,1,0
0.000198,3,868,3,7,0.009482,0.001488,0.01143,0.003436,0.021961,73,0
0.043017,5,371,14,2,0.000117,0.003934,0.006085,0.002266,0.020234,38,0
0.058504,2,696,5,5,0.009556,0.010666,0.002122,0.003233,0.018979,35,0
0.042693,4,266,2,2,0.021042,0.017885,0.011924,0.008768,0.065136,97,0
0.058158,0,1116,5,3,0.008718,0.004567,0.004452,0.017737,0.04015,6,0
0.094123,4,726,2,6,0.022022,0.009632,0.013427,0.001038,0.023727,91,0
0.022969,0,1075,3,7,0.006094,0.003406,0.007437,0.002062,0.000796,97,0
0.069102,2,735,3,7,0.013603,0.006959,0.003929,0.002714,0.015066,3,0
0.057457,3,621,13,3,0.005611,0.010852,0.004536,0.000705,0.015833,23,0
0.085981,4,1154,5,4,0.029133,0.019211,0.006074,0.003847,0.034361,194,0
0.034513,1,754,6,7,0.018808,0.010482,0.006855,0.00147,0.029631,189,0
0.075755,2,557,3,2,0.028873,0.019161,0.008975,0.000736,0.022532,112,0
0.074003,5,1186,5,0,0.025263,0.016213,0.019078,0.010029,0.061666,218,0
0.000758,4,1113,3,0,0.001686,0.005645,0.008092,0.000761,0.001425,18,0
0.009462,2,561,6,2,0.016536,0.014007,0.005998,0.00347,0.024686,19,0
0.036154,0,105,7,8,0.006411,0.000957,0.011913,0.006457,0.042564,93,0
0.093401,4,1032,3,6,0.007984,0.003271,0.007222,0.011934,0.019453,45,0
0.039034,0,470,9,0,0.010851,0.002115,0.01321,0.004474,0.029351,119,0
0.081853,2,967,2,5,0.001486,0.004561,0.004305,0.001228,0.012844,84,0
0.09734,1,642,7,2,0.010925,0.011293,0.003902,0.004271,0.026369,11,0
0.081529,1,1604,10,5,0.022411,0.018512,0.013704,0.009806,0.072526,143,0
0.035965,4,390,3,9,0.013304,0.014199,0.017879,0.018775,0.063877,85,0
0.035189,0,41,2,4,0.002624,0.001161,0.011889,0.015675,0.039354,91,0
0.010944,2,381,8,4,0.004885,0.011526,0.008381,0.015023,0.025084,3,0
0.000701,3,495,8,0,0.003107,0.015419,0.000084,0.018442,0.024317,17,0
0.027823,4,38,0,1,0.020415,0.023778,0.010526,0.01389,0.074511,188,0
0.023645,1,362,1,4,0.01009,0.015049,0.011307,0.016267,0.069781,183,0
0.017597,2,559,8,1,0.020155,0.023728,0.013427,0.017001,0.062682,106,0
0.015845,5,70,0,3,0.016545,0.02078,0.02353,0.027766,0.101816,212,0
0.058916,4,3,2,3,0.007032,0.001078,0.012544,0.018498,0.038725,12,0
0.06762,2,555,1,1,0.007818,0.018574,0.01045,0.021207,0.064836,13,0
0.022004,0,1011,2,5,0.015129,0.00361,0.007461,0.01128,0.002414,87,0
0.035243,4,84,2,3,0.000734,0.007838,0.00277,0.005803,0.020697,39,0
0.019124,0,646,4,3,0.002133,0.006682,0.017662,0.022211,0.069501,113,0
0.023695,2,149,7,2,0.007232,0.009128,0.000147,0.016509,0.027306,78,0
0.039182,1,474,2,1,0.002207,0.01586,0.008354,0.022008,0.066519,5,0
0.023371,1,488,5,2,0.013693,0.023079,0.018156,0.027543,0.112676,137,0
0.071154,4,349,1,13,0.015928,0.013038,0.00599,0.0031,0.024523,6,0
0.025021,2,9,5,13,0.008419,0.002673,0.009498,0.003752,0.038793,88,0
0.036666,1,105,11,9,0.016411,0.00122,0.017963,0.000333,0.03956,68,0
0.008142,0,428,3,10,0.007111,0.009579,0.007353,0.004885,0.010634,103,0
0.05961,5,28,4,13,0.003214,0.00085,0.006572,0.002508,0.005904,98,0
0.018368,2,169,5,8,0.006851,0.009529,0.004452,0.001774,0.001195,21,0
0.02012,1,460,3,6,0.003241,0.006581,0.005651,0.008991,0.037939,127,0
0.094881,0,387,1,6,0.020336,0.015277,0.005335,0.000277,0.025152,73,0
0.103585,6,165,4,8,0.005486,0.004375,0.007429,0.002432,0.000959,72,0
0.057969,4,621,5,14,0.028433,0.010589,0.02534,0.007495,0.066291,2,0
0.000722,0,306,1,12,0.014038,0.006361,0.020649,0.012972,0.04318,46,0
0.055089,4,256,7,6,0.011171,0.007517,0.000217,0.003436,0.005624,28,0
0.01227,6,241,4,11,0.020536,0.005071,0.017732,0.002266,0.036571,7,0
0.003217,3,84,5,8,0.011097,0.001661,0.009525,0.003233,0.002642,80,0
0.012594,5,878,8,11,0.000389,0.00888,0.000277,0.008768,0.048799,52,0
0.046133,2,340,6,0,0.007509,0.010365,0.003508,0.000652,0.01427,94,0
0.034488,3,454,10,4,0.000483,0.014258,0.011973,0.002767,0.015037,74,0
0.063012,4,79,2,3,0.023039,0.022617,0.001363,0.001785,0.035157,97,0
0.011544,1,321,3,0,0.012714,0.013888,0.000582,0.000592,0.030427,92,0
0.052786,2,518,6,5,0.022779,0.022567,0.001538,0.001326,0.023328,15,0
0.051034,5,111,2,7,0.019169,0.019619,0.011641,0.012091,0.062462,121,0
0.023727,4,38,0,7,0.004408,0.002239,0.000655,0.002823,0.000629,79,0
0.032431,2,514,3,5,0.010442,0.017413,0.001439,0.005532,0.025482,78,0
0.013185,0,970,4,1,0.012505,0.002449,0.01935,0.004395,0.041768,4,0
0.070432,4,43,0,1,0.00189,0.006677,0.014659,0.009872,0.018657,52,0
0.016065,0,605,6,7,0.004757,0.005521,0.005773,0.006536,0.030147,22,0
0.058884,2,108,5,2,0.004608,0.007967,0.011742,0.000834,0.012048,13,0
0.074371,1,433,4,5,0.004831,0.014699,0.003535,0.006333,0.027165,86,0
0.05856,1,529,7,2,0.016317,0.021918,0.006267,0.011868,0.073322,46,0
0.011645,1,114,16,4,0.007992,0.003893,0.008465,0.003419,0.000767,20,0
0.016879,2,419,8,3,0.01553,0.012252,0.002145,0.001133,0.049427,191,0
0.034589,3,19,9,0,0.005205,0.003523,0.002926,0.001244,0.044697,186,0
0.006653,0,178,0,5,0.01527,0.012202,0.005046,0.001978,0.037598,109,0
0.004901,3,451,8,7,0.01166,0.009254,0.015149,0.012743,0.076732,215,0
0.06986,2,378,6,7,0.011917,0.012604,0.004163,0.003475,0.013641,15,0
0.078564,4,174,9,5,0.002933,0.007048,0.002069,0.006184,0.039752,16,0
0.032948,2,630,10,1,0.020014,0.007916,0.015842,0.003743,0.027498,90,0
0.024299,2,297,6,1,0.005619,0.003688,0.011151,0.00922,0.004387,42,0
0.030068,2,265,12,7,0.002752,0.004844,0.009281,0.007188,0.044417,116,0
0.012751,4,232,1,2,0.012117,0.002398,0.008234,0.001486,0.002222,81,0
0.028238,1,93,10,5,0.002678,0.004334,0.000027,0.006985,0.041435,8,0
0.012427,3,869,13,2,0.008808,0.011553,0.009775,0.01252,0.087592,140,0
0.028524,1,533,8,1,0.023522,0.008359,0.01061,0.004552,0.050194,171,0
0.022944,4,133,7,4,0.013197,0.00037,0.011391,0.002175,0.045464,166,0
0.018298,1,64,16,1,0.023262,0.008309,0.013511,0.001441,0.038365,89,0
0.016546,2,565,8,3,0.019652,0.005361,0.023614,0.009324,0.077499,195,0
0.058215,1,492,10,3,0.003925,0.016497,0.012628,0.000056,0.014408,5,0
0.066919,5,60,7,1,0.010925,0.003155,0.010534,0.002765,0.040519,4,0
0.021303,3,516,6,5,0.012022,0.011809,0.007377,0.007162,0.026731,70,0
0.035944,1,411,10,3,0.002373,0.007581,0.002686,0.012639,0.00362,22,0
0.018423,3,151,4,3,0.00524,0.008737,0.017746,0.003769,0.045184,96,0
0.024396,5,346,15,2,0.004125,0.006291,0.000231,0.001933,0.002989,61,0
0.039883,2,21,6,1,0.005314,0.000441,0.008438,0.003566,0.042202,12,0
0.024072,4,983,3,2,0.0168,0.00766,0.01824,0.009101,0.088359,120,0
0.051468,5,400,1,3,0.010325,0.008729,0.000781,0.002377,0.00473,5,0
0.010226,2,597,8,2,0.00026,0.00005,0.002901,0.003111,0.011829,82,0
0.011978,1,32,0,4,0.00387,0.002998,0.013004,0.013876,0.027305,24,0
0.086739,0,41,2,4,0.027447,0.024856,0.002018,0.004608,0.035786,176,0
0.095443,6,593,1,2,0.012597,0.005204,0.000076,0.007317,0.009675,175,0
0.049827,4,1049,2,4,0.035544,0.020168,0.017987,0.00261,0.076925,101,0
0.00742,0,122,2,2,0.021149,0.01594,0.013296,0.008087,0.053814,149,0
0.046947,4,684,4,4,0.018282,0.017096,0.007136,0.008321,0.00501,75,0
0.004128,6,187,7,1,0.027647,0.01465,0.010379,0.002619,0.047205,110,0
0.011359,3,512,2,2,0.018208,0.007918,0.002172,0.008118,0.007992,183,0
0.004452,5,450,5,1,0.006722,0.000699,0.00763,0.013653,0.038165,51,0
0.041242,3,197,9,5,0.010065,0.008679,0.00212,0.000734,0.007099,77,0
0.03949,6,432,1,7,0.006455,0.005731,0.012223,0.011499,0.032035,29,0
0.035271,5,359,3,7,0.017122,0.016127,0.001237,0.002231,0.031056,171,0
0.043975,1,193,0,5,0.002272,0.003525,0.000857,0.00494,0.004945,170,0
0.001641,1,649,1,1,0.025219,0.011439,0.018768,0.004987,0.072195,96,0
0.058888,5,278,3,1,0.010824,0.007211,0.014077,0.010464,0.049084,144,0
0.004521,1,284,3,7,0.007957,0.008367,0.006355,0.005944,0.00028,70,0
0.04734,1,213,8,2,0.017322,0.005921,0.01116,0.000242,0.042475,105,0
0.062827,2,112,1,5,0.007883,0.000811,0.002953,0.005741,0.003262,178,0
0.047016,0,850,4,2,0.003603,0.00803,0.006849,0.011276,0.042895,46,0
0.001752,3,629,8,2,0.00361,0.002948,0.010103,0.010765,0.039134,106,0
0.076513,2,556,6,2,0.027187,0.024806,0.000883,0.001497,0.023957,94,0
0.085217,4,4,9,0,0.012337,0.005154,0.002977,0.004206,0.002154,93,0
0.039601,2,452,10,6,0.035284,0.020118,0.020888,0.005721,0.065096,19,0
0.017646,2,475,6,4,0.020889,0.01589,0.016197,0.011198,0.041985,67,0
0.036721,2,87,12,2,0.018022,0.017046,0.004235,0.00521,0.006819,7,0
0.006098,4,410,1,3,0.027387,0.0146,0.01328,0.000492,0.035376,28,0
0.021585,1,85,10,0,0.017948,0.007868,0.005073,0.005007,0.003837,101,0
0.005774,3,1047,13,3,0.006462,0.000649,0.004729,0.010542,0.049994,31,0
0.074761,1,73,2,0,0.023577,0.021858,0.010986,0.009268,0.063091,200,0
0.083465,7,625,1,2,0.008727,0.002206,0.01308,0.006559,0.03698,199,0
0.037849,5,1081,2,8,0.031674,0.01717,0.030991,0.016486,0.10423,125,0
0.019398,1,154,2,6,0.017279,0.012942,0.0263,0.021963,0.081119,173,0
0.034969,5,716,4,0,0.014412,0.014098,0.005868,0.005555,0.032315,99,0
0.00785,7,219,7,5,0.023777,0.011652,0.023383,0.011257,0.07451,134,0
0.023337,4,544,2,2,0.014338,0.00492,0.015176,0.005758,0.035297,207,0
0.007526,6,418,5,5,0.002852,0.002299,0.005374,0.000223,0.01086,75,0
0.008704,6,552,3,2,0.01485,0.019652,0.002094,0.002709,0.026111,1,0
0.036912,4,1008,4,8,0.008097,0.004688,0.020005,0.007218,0.041139,75,0
0.094159,0,81,0,6,0.006298,0.008916,0.015314,0.012695,0.018028,27,0
0.039792,4,643,6,0,0.009165,0.00776,0.005118,0.003713,0.030776,101,0
0.082611,6,146,5,5,0.0002,0.010206,0.012397,0.001989,0.011419,66,0
0.098098,3,471,4,2,0.009239,0.016938,0.00419,0.00351,0.027794,7,0
0.082287,5,491,7,5,0.020725,0.024157,0.005612,0.009045,0.073951,125,0
0.045616,2,456,1,6,0.022947,0.014964,0.017911,0.009927,0.06725,74,0
0.102863,6,471,3,4,0.008552,0.010736,0.01322,0.015404,0.044139,26,0
0.048496,2,91,3,2,0.005685,0.011892,0.007212,0.001004,0.004665,100,0
0.091315,0,406,8,3,0.01505,0.009446,0.010303,0.004698,0.03753,65,0
0.106802,3,81,1,0,0.005611,0.002714,0.002096,0.000801,0.001683,8,0
0.090991,1,1043,4,3,0.005875,0.004505,0.007706,0.006336,0.04784,124,0
0.057247,4,927,4,2,0.014395,0.004228,0.004691,0.005477,0.023111,48,0
0.00288,0,365,2,8,0.017262,0.003072,0.025123,0.010931,0.071915,26,0
0.045699,2,862,9,3,0.007897,0.005518,0.007608,0.005229,0.02972,9,0
0.061186,1,537,0,6,0.017336,0.01225,0.015815,0.010728,0.068933,82,0
0.045375,1,1499,3,3,0.028822,0.019469,0.025617,0.016263,0.11509,50,0
0.054367,4,562,6,6,0.002867,0.001156,0.020432,0.016408,0.048804,74,0
0.011548,6,65,5,1,0.006498,0.00129,0.002917,0.010706,0.006609,39,0
0.003939,3,390,4,4,0.002941,0.008022,0.011124,0.016205,0.045822,34,0
0.011872,5,572,7,1,0.014427,0.015241,0.020926,0.02174,0.091979,98,0
0.042819,2,497,11,5,0.009365,0.002446,0.017515,0.005702,0.042195,35,0
0.058306,1,172,2,2,0.000074,0.009178,0.009308,0.000203,0.002982,108,0
0.042495,1,1134,1,5,0.01156,0.016397,0.000494,0.005332,0.043175,24,0
0.015487,3,325,9,3,0.009439,0.006732,0.008207,0.005499,0.039213,73,0
0.000324,1,637,12,0,0.020925,0.013951,0.018009,0.011034,0.08537,59,0
0.015811,2,962,3,3,0.011486,0.007219,0.009802,0.005535,0.046157,132,0
0.12019,57,97620,6760,2363,0.145161,0.01939,0.014629,0.111144,0.173291,159,0
0.182829,5,15,3,7,0.009179,0.00426,0.017033,0.003593,0.029321,62,0
0.047717,2,90,1,6,0.006939,0.002581,0.001203,0.003156,0.019283,15,0
0.030778,0,360,2,2,0.006848,0.000565,0.000066,0.007348,0.014245,24,0
0.132959,8,75,3,6,0.00391,0.000676,0.006986,0.010221,0.030056,4,0
0.043893,0,180,10,10,0.00341,0.008253,0.01668,0.021524,0.076375,8,0
0.13387,0,546,26,7,0.009926,0.007627,0.016318,0.001236,0.004436,16,0
0.064495,4,717,32,5,0.022231,0.002343,0.015259,0.00463,0.019772,20,0
0.063578,4,825,23,14,0.00828,0.002428,0.001903,0.012612,0.022096,0,0
0.005864,1,396,21,7,0.037248,0.014411,0.0289,0.006062,0.065555,19,0
0.080764,1,993,6,2,0.015417,0.005247,0.011639,0.001471,0.011884,40,0
0.017247,6,948,10,8,0.021246,0.011782,0.02328,0.013816,0.067587,10,0
0.036835,0,519,16,6,0.000898,0.010984,0.001694,0.008392,0.023394,1,0
0.001189,8,501,28,3,0.028131,0.000783,0.020384,0.006966,0.009517,24,0
0.005557,7,147,25,12,0.045879,0.026276,0.023542,0.003939,0.055857,29,0
0.091024,1,78,25,2,0.012373,0.001686,0.005757,0.004931,0.013298,3,0
0.154298,2,429,2,1,0.008291,0.00451,0.005609,0.00939,0.028551,12,0
0.127268,2,1038,0,1,0.015921,0.016109,0.004729,0.004542,0.003837,22,0
0.046099,11,1110,12,4,0.011736,0.000922,0.013162,0.000504,0.012812,126,0
0.064289,6,498,13,11,0.002258,0.004587,0.004088,0.006418,0.033639,1,0
0.059745,6,1110,7,13,0.00523,0.000104,0.002727,0.008062,0.020535,14,0
0.02613,7,312,9,7,0.008811,0.004491,0.000464,0.004785,0.015218,47,0
0.116532,55,70389,6497,1695,0.145735,0.019625,0.015492,0.110618,0.169179,129,0
0.062639,52,97605,6757,2370,0.135982,0.02365,0.002404,0.114737,0.202612,97,0
0.167907,59,97530,6761,2369,0.138222,0.016809,0.013426,0.107988,0.154008,174,0
0.150968,57,97980,6762,2365,0.138313,0.019955,0.014563,0.103796,0.159046,135,0
0.253149,49,97545,6757,2369,0.141251,0.018714,0.021615,0.100923,0.143235,163,0
0.076297,57,97800,6750,2373,0.148571,0.027643,0.031309,0.08962,0.096916,167,0
0.25406,57,98166,6734,2370,0.135235,0.027017,0.001689,0.109908,0.177727,175,0
0.184685,53,96903,6728,2368,0.12293,0.017047,0.00063,0.106514,0.193063,179,0
0.056612,53,96795,6737,2377,0.136881,0.021818,0.016532,0.098532,0.151195,159,0
0.126054,56,98016,6739,2370,0.107913,0.004979,0.014271,0.117206,0.238846,178,0
0.200954,58,96627,6754,2361,0.160578,0.024637,0.026268,0.109673,0.161407,119,0
0.137437,51,96672,6750,2371,0.123915,0.007608,0.008651,0.12496,0.240878,169,0
