entropy,gray level threshold,no of black pixels,no of interior contours,no of exterior contours,no vertical slope components,no horizontal slope components,no positive slope components,no negative slope components,slant,height,class
0.877664,11,1716,26,19,0.077103,0.064907,0.031074,0.04327,0.11981,84,1
1.088088,10,3249,20,4,0.021251,0.040932,0.067317,0.047637,0.176888,107,1
1.398659,12,1998,27,30,0.049234,0.031017,0.000805,0.017412,0.034155,87,1
0.903058,5,2388,24,32,0.016247,0.013054,0.024995,0.028187,0.114606,119,1
1.190996,14,2454,26,17,0.092917,0.061861,0.001227,0.032282,0.069062,49,1
1.606618,13,2841,27,26,0.076722,0.060456,0.013854,0.03012,0.071171,89,1
1.358291,14,363,18,32,0.084597,0.060988,0.018633,0.004976,0.022045,108,1
0.889687,16,1629,25,31,0.055482,0.05416,0.035977,0.0373,0.132001,92,1
0.991265,6,2730,18,24,0.063811,0.048066,0.02365,0.039395,0.109326,93,1
1.331055,13,1134,26,29,0.075411,0.059818,0.015601,0.031194,0.086839,73,1
0.806921,11,1002,16,27,0.063146,0.066496,0.043938,0.040588,0.133503,132,1
1.2277,11,1839,28,19,0.079445,0.061932,0.025781,0.043293,0.118452,81,1
1.307937,11,2499,20,27,0.06691,0.062435,0.031982,0.036456,0.110033,77,1
1.544433,11,2373,26,8,0.071167,0.070602,0.052407,0.052971,0.170186,81,1
1.169127,8,2064,17,30,0.052478,0.050443,0.033434,0.035469,0.120898,73,1
1.207839,9,2190,21,26,0.090942,0.063143,0.005421,0.022378,0.030732,99,1
1.548218,10,2052,29,20,0.089655,0.058847,0.015531,0.015276,0.002656,89,1
1.247946,9,2628,22,33,0.029284,0.03666,0.043163,0.035787,0.130126,125,1
1.211193,17,3087,33,18,0.074956,0.038276,0.023952,0.012727,0.019685,195,1
1.277567,12,3336,33,18,0.048349,0.016035,0.043075,0.010763,0.062781,229,1
1.411936,12,2748,32,23,0.062428,0.040374,0.033262,0.011208,0.077575,197,1
0.942626,16,2862,14,16,0.025352,0.010702,5.20E-05,0.014598,0.028893,198,1
1.00657,16,2262,22,19,0.012995,0.010699,0.015426,0.017721,0.059009,244,1
1.37238,18,3546,37,15,0.078769,0.035394,0.048946,0.005572,0.094048,232,1
0.79305,15,2442,33,12,0.055291,0.03228,0.007108,0.015902,0.009242,207,1
1.003474,14,3975,27,3,0.000561,0.008305,0.029135,0.020269,0.06632,230,1
1.314045,16,2724,34,23,0.027422,0.00161,0.038987,0.009956,0.076413,210,1
0.818444,9,3114,31,25,0.005565,0.019573,0.013187,0.000819,0.004038,242,1
1.106382,18,3180,33,10,0.071105,0.029234,0.036955,0.004914,0.041506,172,1
1.522004,17,3567,34,19,0.05491,0.027829,0.024328,0.002752,0.039397,212,1
1.273677,18,1089,25,25,0.062785,0.028361,0.056815,0.022392,0.132613,231,1
0.805073,20,2355,32,24,0.03367,0.021533,0.002205,0.009932,0.021433,215,1
0.906651,10,3456,25,17,0.041999,0.015439,0.014532,0.012027,0.001242,216,1
1.246441,17,1860,33,22,0.053599,0.027191,0.022581,0.003826,0.023729,196,1
0.722307,15,1728,23,20,0.041334,0.033869,0.005756,0.01322,0.022935,255,1
1.143086,15,2565,35,12,0.057633,0.029305,0.012401,0.015925,0.007884,204,1
1.223323,15,3225,27,20,0.045098,0.029808,0.0062,0.009088,0.000535,200,1
1.459819,15,3099,33,1,0.049355,0.037975,0.014225,0.025603,0.059618,204,1
1.084513,12,2790,24,23,0.030666,0.017816,0.004748,0.008101,0.01033,196,1
1.123225,13,2916,28,19,0.06913,0.030516,0.043603,0.00499,0.079836,222,1
1.463604,14,2778,36,13,0.067843,0.02622,0.053713,0.012092,0.107912,212,1
1.163332,13,3354,29,26,0.007472,0.004033,0.004981,0.008419,0.019558,248,1
1.33264,19,2094,50,31,0.074963,0.035387,0.010983,0.028593,0.03143,142,1
1.399014,14,2343,50,31,0.048356,0.013146,0.030106,0.005103,0.011666,176,1
1.533383,14,1755,49,36,0.062435,0.037485,0.020293,0.004658,0.02646,144,1
1.064073,18,1869,31,29,0.025359,0.007813,0.012917,0.030464,0.080008,145,1
1.128017,18,1269,39,32,0.013002,0.00781,0.028395,0.033587,0.110124,191,1
1.493827,20,2553,54,28,0.078776,0.032505,0.035977,0.010294,0.042933,179,1
0.914497,17,1449,50,25,0.055298,0.029391,0.005861,0.031768,0.060357,154,1
1.124921,16,2982,44,10,0.000554,0.005416,0.042104,0.036135,0.117435,177,1
1.435492,18,1731,51,36,0.027429,0.004499,0.026018,0.00591,0.025298,157,1
0.939891,11,2121,48,38,0.005558,0.022462,0.000218,0.016685,0.055153,189,1
1.227829,20,2187,50,23,0.071112,0.026345,0.023986,0.02078,0.009609,119,1
1.643451,19,2574,51,32,0.054917,0.02494,0.011359,0.018618,0.011718,159,1
1.395124,20,96,42,38,0.062792,0.025472,0.043846,0.006526,0.081498,178,1
0.92652,22,1362,49,37,0.033677,0.018644,0.010764,0.025798,0.072548,162,1
1.028098,12,2463,42,30,0.042006,0.01255,0.001563,0.027893,0.049873,163,1
1.367888,19,867,50,35,0.053606,0.024302,0.009612,0.019692,0.027386,143,1
0.843754,17,735,40,33,0.041341,0.03098,0.018725,0.029086,0.07405,202,1
1.264533,17,1572,52,25,0.05764,0.026416,0.000568,0.031791,0.058999,151,1
1.34477,17,2232,44,33,0.045105,0.026919,0.006769,0.024954,0.05058,147,1
1.581266,17,2106,50,14,0.049362,0.035086,0.027194,0.041469,0.110733,151,1
1.20596,14,1797,41,36,0.030673,0.014927,0.008221,0.023967,0.061445,143,1
1.244672,15,1923,45,32,0.069137,0.027627,0.030634,0.010876,0.028721,169,1
1.585051,16,1785,53,26,0.06785,0.023331,0.040744,0.003774,0.056797,159,1
1.284779,15,2361,46,39,0.007479,0.001144,0.01795,0.024285,0.070673,195,1
1.274262,33,135810,9506,5768,0.215248,0.068666,0.011332,0.135251,0.219974,240,1
1.340636,38,136059,9506,5768,0.188641,0.046425,0.030455,0.111761,0.176878,274,1
1.475005,38,135471,9505,5773,0.20272,0.070764,0.020642,0.111316,0.162084,242,1
1.005695,34,135585,9487,5766,0.165644,0.041092,0.012568,0.137122,0.268552,243,1
1.069639,34,134985,9495,5769,0.153287,0.041089,0.028046,0.140245,0.298668,289,1
1.435449,32,136269,9510,5765,0.219061,0.065784,0.036326,0.116952,0.145611,277,1
0.856119,35,135165,9506,5762,0.195583,0.06267,0.005512,0.138426,0.248901,252,1
1.066543,36,136698,9500,5747,0.139731,0.038695,0.041755,0.142793,0.305979,275,1
1.377114,34,135447,9507,5773,0.167714,0.02878,0.026367,0.112568,0.163246,255,1
0.881513,41,135837,9504,5775,0.134727,0.010817,0.000567,0.123343,0.243697,287,1
1.169451,32,135903,9506,5760,0.211397,0.059624,0.024335,0.127438,0.198153,217,1
1.585073,33,136290,9507,5769,0.195202,0.058219,0.011708,0.125276,0.200262,257,1
1.336746,32,133812,9498,5775,0.203077,0.058751,0.044195,0.100132,0.107046,276,1
0.868142,30,135078,9505,5774,0.173962,0.051923,0.010415,0.132456,0.261092,260,1
0.96972,40,136179,9498,5767,0.182291,0.045829,0.001912,0.134551,0.238417,261,1
1.30951,33,134583,9506,5772,0.193891,0.057581,0.009961,0.12635,0.21593,241,1
0.785376,35,134451,9496,5770,0.181626,0.064259,0.018376,0.135744,0.262594,300,1
1.206155,35,135288,9508,5762,0.197925,0.059695,0.000219,0.138449,0.247543,249,1
1.286392,35,135948,9500,5770,0.18539,0.060198,0.00642,0.131612,0.239124,245,1
1.522888,35,135822,9506,5751,0.189647,0.068365,0.026845,0.148127,0.299277,249,1
1.147582,38,135513,9497,5773,0.170958,0.048206,0.007872,0.130625,0.249989,241,1
1.186294,37,135639,9501,5769,0.209422,0.060906,0.030983,0.117534,0.159823,267,1
1.526673,36,135501,9509,5763,0.208135,0.05661,0.041093,0.110432,0.131747,257,1
1.226401,37,136077,9502,5776,0.147764,0.034423,0.017601,0.130943,0.259217,293,1
1.181278,11,3258,43,67,0.074588,0.027004,0.041684,0.0059,0.043269,177,1
1.247652,6,3507,43,67,0.047981,0.004763,0.060807,0.01759,0.086365,211,1
1.382021,6,2919,42,72,0.06206,0.029102,0.050994,0.018035,0.101159,179,1
0.912711,10,3033,24,65,0.024984,0.00057,0.017784,0.007771,0.005309,180,1
0.976655,10,2433,32,68,0.012627,0.000573,0.002306,0.010894,0.035425,226,1
1.342465,12,3717,47,64,0.078401,0.024122,0.066678,0.012399,0.117632,214,1
0.763135,9,2613,43,61,0.054923,0.021008,0.02484,0.009075,0.014342,189,1
0.973559,8,4146,37,46,0.000929,0.002967,0.011403,0.013442,0.042736,212,1
1.28413,10,2895,44,72,0.027054,0.012882,0.056719,0.016783,0.099997,192,1
0.788529,3,3285,41,74,0.005933,0.030845,0.030919,0.006008,0.019546,224,1
1.076467,12,3351,43,59,0.070737,0.017962,0.054687,0.001913,0.06509,154,1
1.492089,11,3738,44,68,0.054542,0.016557,0.04206,0.004075,0.062981,194,1
1.243762,12,1260,35,74,0.062417,0.017089,0.074547,0.029219,0.156197,213,1
0.775158,14,2526,42,73,0.033302,0.010261,0.019937,0.003105,0.002151,197,1
0.876736,4,3627,35,66,0.041631,0.004167,0.032264,0.0052,0.024826,198,1
1.216526,11,2031,43,71,0.053231,0.015919,0.040313,0.003001,0.047313,178,1
0.692392,9,1899,33,69,0.040966,0.022597,0.011976,0.006393,0.000649,237,1
1.113171,9,2736,45,61,0.057265,0.018033,0.030133,0.009098,0.0157,186,1
1.193408,9,3396,37,69,0.04473,0.018536,0.023932,0.002261,0.024119,182,1
1.429904,9,3270,43,50,0.048987,0.026703,0.003507,0.018776,0.036034,186,1
1.054598,6,2961,34,72,0.030298,0.006544,0.02248,0.001274,0.013254,178,1
1.09331,7,3087,38,68,0.068762,0.019244,0.061335,0.011817,0.10342,204,1
1.433689,8,2949,46,62,0.067475,0.014948,0.071445,0.018919,0.131496,194,1
1.133417,7,3525,39,75,0.007104,0.007239,0.012751,0.001592,0.004026,230,1
1.288054,14,3024,58,13,0.083519,0.01621,0.063257,0.004052,0.07791,78,1
1.354428,9,3273,58,13,0.056912,0.006031,0.08238,0.019438,0.121006,112,1
1.488797,9,2685,57,18,0.070991,0.018308,0.072567,0.019883,0.1358,80,1
1.019487,13,2799,39,11,0.033915,0.011364,0.039357,0.005923,0.029332,81,1
1.083431,13,2199,47,14,0.021558,0.011367,0.023879,0.009046,0.000784,127,1
1.449241,15,3483,62,10,0.087332,0.013328,0.088251,0.014247,0.152273,115,1
0.869911,12,2379,58,7,0.063854,0.010214,0.046413,0.007227,0.048983,90,1
1.080335,11,3912,52,8,0.008002,0.013761,0.01017,0.011594,0.008095,113,1
1.390906,13,2661,59,18,0.035985,0.023676,0.078292,0.018631,0.134638,93,1
0.895305,6,3051,56,20,0.002998,0.041639,0.052492,0.007856,0.054187,125,1
1.183243,15,3117,58,5,0.079668,0.007168,0.07626,0.003761,0.099731,55,1
1.598865,14,3504,59,14,0.063473,0.005763,0.063633,0.005923,0.097622,95,1
1.350538,15,1026,50,20,0.071348,0.006295,0.09612,0.031067,0.190838,114,1
0.881934,17,2292,57,19,0.042233,0.000533,0.04151,0.001257,0.036792,98,1
0.983512,7,3393,50,12,0.050562,0.006627,0.053837,0.003352,0.059467,99,1
1.323302,14,1797,58,17,0.062162,0.005125,0.061886,0.004849,0.081954,79,1
0.799168,12,1665,48,15,0.049897,0.011803,0.033549,0.004545,0.03529,138,1
1.219947,12,2502,60,7,0.066196,0.007239,0.051706,0.00725,0.050341,87,1
1.300184,12,3162,52,15,0.053661,0.007742,0.045505,0.000413,0.05876,83,1
1.53668,12,3036,58,4,0.057918,0.015909,0.02508,0.016928,0.001393,87,1
1.161374,9,2727,49,18,0.039229,0.00425,0.044053,0.000574,0.047895,79,1
1.200086,10,2853,53,14,0.077693,0.00845,0.082908,0.013665,0.138061,105,1
1.540465,11,2715,61,8,0.076406,0.004154,0.093018,0.020767,0.166137,95,1
1.240193,10,3291,54,21,0.016035,0.018033,0.034324,0.000256,0.038667,131,1
1.30027,7,5181,49,49,0.082792,0.048007,0.00042,0.035204,0.055535,150,1
1.366644,2,5430,49,49,0.056185,0.025766,0.018703,0.011714,0.012439,184,1
1.501013,2,4842,48,54,0.070264,0.050105,0.00889,0.011269,0.002355,152,1
1.031703,6,4956,30,47,0.033188,0.020433,0.02432,0.037075,0.104113,153,1
1.095647,6,4356,38,50,0.020831,0.02043,0.039798,0.040198,0.134229,199,1
1.461457,8,5640,53,46,0.086605,0.045125,0.024574,0.016905,0.018828,187,1
0.882127,5,4536,49,43,0.063127,0.042011,0.017264,0.038379,0.084462,162,1
1.092551,4,6069,43,28,0.007275,0.018036,0.053507,0.042746,0.14154,185,1
1.403122,6,4818,50,54,0.035258,0.008121,0.014615,0.012521,0.001193,165,1
0.907521,1,5208,47,56,0.002271,0.009842,0.011185,0.023296,0.079258,197,1
1.195459,8,5274,49,41,0.078941,0.038965,0.012583,0.027391,0.033714,127,1
1.611081,7,5661,50,50,0.062746,0.03756,4.40E-05,0.025229,0.035823,167,1
1.362754,8,3183,41,56,0.070621,0.038092,0.032443,8.50E-05,0.057393,186,1
0.89415,10,4449,48,55,0.041506,0.031264,0.022167,0.032409,0.096653,170,1
0.995728,0,5550,41,48,0.049835,0.02517,0.00984,0.034504,0.073978,171,1
1.335518,7,3954,49,53,0.061435,0.036922,0.001791,0.026303,0.051491,151,1
0.811384,5,3822,39,51,0.04917,0.0436,0.030128,0.035697,0.098155,210,1
1.232163,5,4659,51,43,0.065469,0.039036,0.011971,0.038402,0.083104,159,1
1.3124,5,5319,43,51,0.052934,0.039539,0.018172,0.031565,0.074685,155,1
1.548896,5,5193,49,32,0.057191,0.047706,0.038597,0.04808,0.134838,159,1
1.17359,2,4884,40,54,0.038502,0.027547,0.019624,0.030578,0.08555,151,1
1.212302,3,5010,44,50,0.076966,0.040247,0.019231,0.017487,0.004616,177,1
1.552681,4,4872,52,44,0.075679,0.035951,0.029341,0.010385,0.032692,167,1
1.252409,3,5448,45,57,0.015308,0.013764,0.029353,0.030896,0.094778,203,1
1.320022,10,1854,20,31,0.069267,0.023231,0.052149,0.006113,0.079467,69,1
1.386396,5,2103,20,31,0.04266,0.00099,0.071272,0.029603,0.122563,103,1
1.520765,5,1515,19,36,0.056739,0.025329,0.061459,0.030048,0.137357,71,1
1.051455,9,1629,1,29,0.019663,0.004343,0.028249,0.004242,0.030889,72,1
1.115399,9,1029,9,32,0.007306,0.004346,0.012771,0.001119,0.000773,118,1
1.481209,11,2313,24,28,0.07308,0.020349,0.077143,0.024412,0.15383,106,1
0.901879,8,1209,20,25,0.049602,0.017235,0.035305,0.002938,0.05054,81,1
1.112303,7,2742,14,10,0.00625,0.00674,0.000938,0.001429,0.006538,104,1
1.422874,9,1491,21,36,0.021733,0.016655,0.067184,0.028796,0.136195,84,1
0.927273,2,1881,18,38,0.011254,0.034618,0.041384,0.018021,0.055744,116,1
1.215211,11,1947,20,23,0.065416,0.014189,0.065152,0.013926,0.101288,46,1
1.630833,10,2334,21,32,0.049221,0.012784,0.052525,0.016088,0.099179,86,1
1.382506,11,144,12,38,0.057096,0.013316,0.085012,0.041232,0.192395,105,1
0.913902,13,1122,19,37,0.027981,0.006488,0.030402,0.008908,0.038349,89,1
1.01548,3,2223,12,30,0.03631,0.000394,0.042729,0.006813,0.061024,90,1
1.35527,10,627,20,35,0.04791,0.012146,0.050778,0.015014,0.083511,70,1
0.831136,8,495,10,33,0.035645,0.018824,0.022441,0.00562,0.036847,129,1
1.251915,8,1332,22,25,0.051944,0.01426,0.040598,0.002915,0.051898,78,1
1.332152,8,1992,14,33,0.039409,0.014763,0.034397,0.009752,0.060317,74,1
1.568648,8,1866,20,14,0.043666,0.02293,0.013972,0.006763,0.000164,78,1
1.193342,5,1557,11,36,0.024977,0.002771,0.032945,0.010739,0.049452,70,1
1.232054,6,1683,15,32,0.063441,0.015471,0.0718,0.02383,0.139618,96,1
1.572433,7,1545,23,26,0.062154,0.011175,0.08191,0.030932,0.167694,86,1
1.272161,6,2121,16,39,0.001783,0.011012,0.023216,0.010421,0.040224,122,1
1.228627,17,2829,35,39,0.092893,0.028992,0.069748,0.005846,0.100414,112,1
1.295001,12,3078,35,39,0.066286,0.006751,0.088871,0.029336,0.14351,146,1
1.42937,12,2490,34,44,0.080365,0.03109,0.079058,0.029781,0.158304,114,1
0.96006,16,2604,16,37,0.043289,0.001418,0.045848,0.003975,0.051836,115,1
1.024004,16,2004,24,40,0.030932,0.001415,0.03037,0.000852,0.02172,161,1
1.389814,18,3288,39,36,0.096706,0.02611,0.094742,0.024145,0.174777,149,1
0.810484,15,2184,35,33,0.073228,0.022996,0.052904,0.002671,0.071487,124,1
1.020908,14,3717,29,18,0.017376,0.000979,0.016661,0.001696,0.014409,147,1
1.331479,16,2466,36,44,0.045359,0.010894,0.084783,0.028529,0.157142,127,1
0.835878,9,2856,33,46,0.012372,0.028857,0.058983,0.017754,0.076691,159,1
1.123816,18,2922,35,31,0.089042,0.01995,0.082751,0.013659,0.122235,89,1
1.539438,17,3309,36,40,0.072847,0.018545,0.070124,0.015821,0.120126,129,1
1.291111,18,831,27,46,0.080722,0.019077,0.102611,0.040965,0.213342,148,1
0.822507,20,2097,34,45,0.051607,0.012249,0.048001,0.008641,0.059296,132,1
0.924085,10,3198,27,38,0.059936,0.006155,0.060328,0.006546,0.081971,133,1
1.263875,17,1602,35,43,0.071536,0.017907,0.068377,0.014747,0.104458,113,1
0.739741,15,1470,25,41,0.059271,0.024585,0.04004,0.005353,0.057794,172,1
1.16052,15,2307,37,33,0.07557,0.020021,0.058197,0.002648,0.072845,121,1
1.240757,15,2967,29,41,0.063035,0.020524,0.051996,0.009485,0.081264,117,1
1.477253,15,2841,35,22,0.067292,0.028691,0.031571,0.00703,0.021111,121,1
1.101947,12,2532,26,44,0.048603,0.008532,0.050544,0.010472,0.070399,113,1
1.140659,13,2658,30,40,0.087067,0.021232,0.089399,0.023563,0.160565,139,1
1.481038,14,2520,38,34,0.08578,0.016936,0.099509,0.030665,0.188641,129,1
1.180766,13,3096,31,47,0.025409,0.005251,0.040815,0.010154,0.061171,165,1
1.372765,15,1983,58,31,0.096114,0.024455,0.073069,0.00141,0.105095,58,1
1.439139,10,2232,58,31,0.069507,0.002214,0.092192,0.0249,0.148191,92,1
1.573508,10,1644,57,36,0.083586,0.026553,0.082379,0.025345,0.162985,60,1
1.104198,14,1758,39,29,0.04651,0.003119,0.049169,0.000461,0.056517,61,1
1.168142,14,1158,47,32,0.034153,0.003122,0.033691,0.003584,0.026401,107,1
1.533952,16,2442,62,28,0.099927,0.021573,0.098063,0.019709,0.179458,95,1
0.954622,13,1338,58,25,0.076449,0.018459,0.056225,0.001765,0.076168,70,1
1.165046,12,2871,52,10,0.020597,0.005516,0.019982,0.006132,0.01909,93,1
1.475617,14,1620,59,36,0.04858,0.015431,0.088104,0.024093,0.161823,73,1
0.980016,7,2010,56,38,0.015593,0.033394,0.062304,0.013318,0.081372,105,1
1.267954,16,2076,58,23,0.092263,0.015413,0.086072,0.009223,0.126916,35,1
1.683576,15,2463,59,32,0.076068,0.014008,0.073445,0.011385,0.124807,75,1
1.435249,16,15,50,38,0.083943,0.01454,0.105932,0.036529,0.218023,94,1
0.966645,18,1251,57,37,0.054828,0.007712,0.051322,0.004205,0.063977,78,1
1.068223,8,2352,50,30,0.063157,0.001618,0.063649,0.00211,0.086652,79,1
1.408013,15,756,58,35,0.074757,0.01337,0.071698,0.010311,0.109139,59,1
0.883879,13,624,48,33,0.062492,0.020048,0.043361,0.000917,0.062475,118,1
1.304658,13,1461,60,25,0.078791,0.015484,0.061518,0.001788,0.077526,67,1
1.384895,13,2121,52,33,0.066256,0.015987,0.055317,0.005049,0.085945,63,1
1.621391,13,1995,58,14,0.070513,0.024154,0.034892,0.011466,0.025792,67,1
1.246085,10,1686,49,36,0.051824,0.003995,0.053865,0.006036,0.07508,59,1
1.284797,11,1812,53,32,0.090288,0.016695,0.09272,0.019127,0.165246,85,1
1.625176,12,1674,61,26,0.089001,0.012399,0.10283,0.026229,0.193322,75,1
1.324904,11,2250,54,39,0.02863,0.009788,0.044136,0.005718,0.065852,111,1
1.315261,14,720,29,32,0.113994,0.057527,0.047476,0.008991,0.065205,16,1
1.381635,9,969,29,32,0.087387,0.035286,0.066599,0.014499,0.108301,50,1
1.516004,9,381,28,37,0.101466,0.059625,0.056786,0.014944,0.123095,18,1
1.046694,13,495,10,30,0.06439,0.029953,0.023576,0.010862,0.016627,19,1
1.110638,13,105,18,33,0.052033,0.02995,0.008098,0.013985,0.013489,65,1
1.476448,15,1179,33,29,0.117807,0.054645,0.07247,0.009308,0.139568,53,1
0.897118,12,75,29,26,0.094329,0.051531,0.030632,0.012166,0.036278,28,1
1.107542,11,1608,23,11,0.038477,0.027556,0.005611,0.016533,0.0208,51,1
1.418113,13,357,30,37,0.06646,0.017641,0.062511,0.013692,0.121933,31,1
0.922512,6,747,27,39,0.033473,0.000322,0.036711,0.002917,0.041482,63,1
1.21045,15,813,29,24,0.110143,0.048485,0.060479,0.001178,0.087026,7,1
1.626072,14,1200,30,33,0.093948,0.04708,0.047852,0.000984,0.084917,33,1
1.377745,15,1278,21,39,0.101823,0.047612,0.080339,0.026128,0.178133,52,1
0.909141,17,12,28,38,0.072708,0.040784,0.025729,0.006196,0.024087,36,1
1.010719,7,1089,21,31,0.081037,0.03469,0.038056,0.008291,0.046762,37,1
1.350509,14,507,29,36,0.092637,0.046442,0.046105,9.00E-05,0.069249,17,1
0.826375,12,639,19,34,0.080372,0.05312,0.017768,0.009484,0.022585,76,1
1.247154,12,198,31,26,0.096671,0.048556,0.035925,0.012189,0.037636,25,1
1.327391,12,858,23,34,0.084136,0.049059,0.029724,0.005352,0.046055,21,1
1.563887,12,732,29,15,0.088393,0.057226,0.009299,0.021867,0.014098,25,1
1.188581,9,423,20,37,0.069704,0.037067,0.028272,0.004365,0.03519,17,1
1.227293,10,549,24,33,0.108168,0.049767,0.067127,0.008726,0.125356,43,1
1.567672,11,411,32,27,0.106881,0.045471,0.077237,0.015828,0.153432,33,1
1.2674,10,987,25,40,0.04651,0.023284,0.018543,0.004683,0.025962,69,1
1.231977,14,2751,22,24,0.048286,0.021331,0.012423,0.039378,0.110952,197,1
1.298351,9,3000,22,24,0.021679,0.00091,0.0067,0.015888,0.067856,231,1
1.43272,9,2412,21,29,0.035758,0.023429,0.003113,0.015443,0.053062,199,1
0.96341,13,2526,3,22,0.001318,0.006243,0.036323,0.041249,0.15953,200,1
1.027354,13,1926,11,25,0.013675,0.006246,0.051801,0.044372,0.189646,246,1
1.393164,15,3210,26,21,0.052099,0.018449,0.012571,0.021079,0.036589,234,1
0.813834,12,2106,22,18,0.028621,0.015335,0.029267,0.042553,0.139879,209,1
1.024258,11,3639,16,3,0.027231,0.00864,0.06551,0.04692,0.196957,232,1
1.334829,13,2388,23,29,0.000752,0.018555,0.002612,0.016695,0.054224,212,1
0.839228,6,2778,20,31,0.032235,0.036518,0.023188,0.02747,0.134675,244,1
1.127166,15,2844,22,16,0.044435,0.012289,0.00058,0.031565,0.089131,174,1
1.542788,14,3231,23,25,0.02824,0.010884,0.012047,0.029403,0.09124,214,1
1.294461,15,753,14,31,0.036115,0.011416,0.02044,0.004259,0.001976,233,1
0.825857,17,2019,21,30,0.007,0.004588,0.03417,0.036583,0.15207,217,1
0.927435,7,3120,14,23,0.015329,0.001506,0.021843,0.038678,0.129395,218,1
1.267225,14,1524,22,28,0.026929,0.010246,0.013794,0.030477,0.106908,198,1
0.743091,12,1392,12,26,0.014664,0.016924,0.042131,0.039871,0.153572,257,1
1.16387,12,2229,24,18,0.030963,0.01236,0.023974,0.042576,0.138521,206,1
1.244107,12,2889,16,26,0.018428,0.012863,0.030175,0.035739,0.130102,202,1
1.480603,12,2763,22,7,0.022685,0.02103,0.0506,0.052254,0.190255,206,1
1.105297,9,2454,13,29,0.003996,0.000871,0.031627,0.034752,0.140967,198,1
1.144009,10,2580,17,25,0.04246,0.013571,0.007228,0.021661,0.050801,224,1
1.484388,11,2442,25,19,0.041173,0.009275,0.017338,0.014559,0.022725,214,1
1.184116,10,3018,18,32,0.019198,0.012912,0.041356,0.03507,0.150195,250,1
1.231742,12,3417,45,92,0.09242,0.048229,0.00983,0.034361,0.043573,187,1
1.298116,7,3666,45,92,0.065813,0.025988,0.028953,0.010871,0.000477,221,1
1.432485,7,3078,44,97,0.079892,0.050327,0.01914,0.010426,0.014317,189,1
0.963175,11,3192,26,90,0.042816,0.020655,0.01407,0.036232,0.092151,190,1
1.027119,11,2592,34,93,0.030459,0.020652,0.029548,0.039355,0.122267,236,1
1.392929,13,3876,49,89,0.096233,0.045347,0.034824,0.016062,0.03079,224,1
0.813599,10,2772,45,86,0.072755,0.042233,0.007014,0.037536,0.0725,199,1
1.024023,9,4305,39,71,0.016903,0.018258,0.043257,0.041903,0.129578,222,1
1.334594,11,3054,46,97,0.044886,0.008343,0.024865,0.011678,0.013155,202,1
0.838993,4,3444,43,99,0.011899,0.00962,0.000935,0.022453,0.067296,234,1
1.126931,13,3510,45,84,0.088569,0.039187,0.022833,0.026548,0.021752,164,1
1.542553,12,3897,46,93,0.072374,0.037782,0.010206,0.024386,0.023861,204,1
1.294226,13,1419,37,99,0.080249,0.038314,0.042693,0.000758,0.069355,223,1
0.825622,15,2685,44,98,0.051134,0.031486,0.011917,0.031566,0.084691,207,1
0.9272,5,3786,37,91,0.059463,0.025392,0.00041,0.033661,0.062016,208,1
1.26699,12,2190,45,96,0.071063,0.037144,0.008459,0.02546,0.039529,188,1
0.742856,10,2058,35,94,0.058798,0.043822,0.019878,0.034854,0.086193,247,1
1.163635,10,2895,47,86,0.075097,0.039258,0.001721,0.037559,0.071142,196,1
1.243872,10,3555,39,94,0.062562,0.039761,0.007922,0.030722,0.062723,192,1
1.480368,10,3429,45,75,0.066819,0.047928,0.028347,0.047237,0.122876,196,1
1.105062,7,3120,36,97,0.04813,0.027769,0.009374,0.029735,0.073588,188,1
1.143774,8,3246,40,93,0.086594,0.040469,0.029481,0.016644,0.016578,214,1
1.484153,9,3108,48,87,0.085307,0.036173,0.039591,0.009542,0.044654,204,1
1.183881,8,3684,41,100,0.024936,0.013986,0.019103,0.030053,0.082816,240,1
1.327539,9,2433,60,54,0.062914,0.021955,0.008054,0.032905,0.061939,112,1
1.393913,4,2682,60,54,0.036307,0.000286,0.027177,0.009415,0.018843,146,1
1.528282,4,2094,59,59,0.050386,0.024053,0.017364,0.00897,0.004049,114,1
1.058972,8,2208,41,52,0.01331,0.005619,0.015846,0.034776,0.110517,115,1
1.122916,8,1608,49,55,0.000953,0.005622,0.031324,0.037899,0.140633,161,1
1.488726,10,2892,64,51,0.066727,0.019073,0.033048,0.014606,0.012424,149,1
0.909396,7,1788,60,48,0.043249,0.015959,0.00879,0.03608,0.090866,124,1
1.11982,6,3321,54,33,0.012603,0.008016,0.045033,0.040447,0.147944,147,1
1.430391,8,2070,61,59,0.01538,0.017931,0.023089,0.010222,0.005211,127,1
0.93479,1,2460,58,61,0.017607,0.035894,0.002711,0.020997,0.085662,159,1
1.222728,10,2526,60,46,0.059063,0.012913,0.021057,0.025092,0.040118,89,1
1.63835,9,2913,61,55,0.042868,0.011508,0.00843,0.02293,0.042227,129,1
1.390023,10,435,52,61,0.050743,0.01204,0.040917,0.002214,0.050989,148,1
0.921419,12,1701,59,60,0.021628,0.005212,0.013693,0.03011,0.103057,132,1
1.022997,2,2802,52,53,0.029957,0.000882,0.001366,0.032205,0.080382,133,1
1.362787,9,1206,60,58,0.041557,0.01087,0.006683,0.024004,0.057895,113,1
0.838653,7,1074,50,56,0.029292,0.017548,0.021654,0.033398,0.104559,172,1
